first_name,last_name,death_year,bio_url,nationality,art_movement,author_id,bio_info,birth_year
Lodovico,Lana,1646,http://www.the-athenaeum.org/people/detail.php?ID=11074,Italian,,11074,,1597
Louis,Tocqué,1772,http://www.the-athenaeum.org/people/detail.php?ID=7251,French,Rococo,7251,,1696
Henry,Bone,1834,http://www.the-athenaeum.org/people/detail.php?ID=8339,United Kingdom,,8339,,1755
Kate,Perugini,1929,http://www.the-athenaeum.org/people/detail.php?ID=5854,United Kingdom,,5854,Daughter of Charles Dickens.,1838
Mary Ethel,Hunter,1936,http://www.the-athenaeum.org/people/detail.php?ID=10878,English,,10878,,1878
Hector,Chalmers,1943,http://www.the-athenaeum.org/people/detail.php?ID=8344,Scottish,,8344,,1849
Ida Wells,Stroud,1944,http://www.the-athenaeum.org/people/detail.php?ID=7277,American,,7277,,1869
Rudolf,Ribarz,1904,http://www.the-athenaeum.org/people/detail.php?ID=11056,Austrian,,11056,,1848
Johannes,Bosschaert,1629,http://www.the-athenaeum.org/people/detail.php?ID=5887,Dutch,Dutch Golden Age,5887,,1606
Jacqueline,Marval,1932,http://www.the-athenaeum.org/people/detail.php?ID=11057,French,,11057,,1866
Andreas Duncan,Carse,1938,http://www.the-athenaeum.org/people/detail.php?ID=8293,United Kingdom,,8293,,1876
Ludwig,Dill,1940,http://www.the-athenaeum.org/people/detail.php?ID=5851,German,,5851,,1848
Samuel George,Enderby,1921,http://www.the-athenaeum.org/people/detail.php?ID=8835,United Kingdom,,8835,,1860
James Howe,Carse,1900,http://www.the-athenaeum.org/people/detail.php?ID=8295,Scottish,,8295,,1819
Louis,Garneray,1857,http://www.the-athenaeum.org/people/detail.php?ID=9025,French,,9025,,1783
Nils,Blommer,1853,http://www.the-athenaeum.org/people/detail.php?ID=10834,Swedish,,10834,,1816
George F.,Carline,1920,http://www.the-athenaeum.org/people/detail.php?ID=8274,United Kingdom,,8274,,1855
Ágost Elek,Canzi,1866,http://www.the-athenaeum.org/people/detail.php?ID=6548,Hungarian,Romantic,6548,,1808
Mina,Carlson-bredberg,1943,http://www.the-athenaeum.org/people/detail.php?ID=11540,Swedish,,11540,,1857
Carl Ludwig,Christinecke,1794,http://www.the-athenaeum.org/people/detail.php?ID=7224,Russian,,7224,,1732
William James,Callcott,1900,http://www.the-athenaeum.org/people/detail.php?ID=8222,United Kingdom,,8222,,1823
"JR, John",Dunthorne,1832,http://www.the-athenaeum.org/people/detail.php?ID=8776,English,,8776,,1798
Heinrich von,Angeli,1925,http://www.the-athenaeum.org/people/detail.php?ID=6506,Austrian,,6506,,1840
Salomonsz.,Van ruysdael,1681,http://www.the-athenaeum.org/people/detail.php?ID=6090,Dutch,Dutch Golden Age,6090,,1629
Alfred Sanderson,Edward,1915,http://www.the-athenaeum.org/people/detail.php?ID=8807,Scottish,,8807,,1852
Arnold,Boonen,1729,http://www.the-athenaeum.org/people/detail.php?ID=8199,Dutch,,8199,,1669
Robert,Gibb,1837,http://www.the-athenaeum.org/people/detail.php?ID=9145,United Kingdom,,9145,,1801
Claude Lorraine,Ferneley,1891,http://www.the-athenaeum.org/people/detail.php?ID=8906,United Kingdom,,8906,,1822
Giovanni Battista,Busiri,1757,http://www.the-athenaeum.org/people/detail.php?ID=8195,Italian,,8195,,1698
Federico,Rossano,1912,http://www.the-athenaeum.org/people/detail.php?ID=9053,Italian,,9053,,1835
John,Ellys,1757,http://www.the-athenaeum.org/people/detail.php?ID=8904,United Kingdom,,8904,,1701
Robert,Burns,1941,http://www.the-athenaeum.org/people/detail.php?ID=8180,Scottish,,8180,,1869
Paul,Riess,1933,http://www.the-athenaeum.org/people/detail.php?ID=7120,German,,7120,,1857
Walter,Duncan,1932,http://www.the-athenaeum.org/people/detail.php?ID=8768,English,,8768,,1848
Harmen,Loeding,1673,http://www.the-athenaeum.org/people/detail.php?ID=5821,Dutch,,5821,,1637
Auguste-Emile,Flick,1897,http://www.the-athenaeum.org/people/detail.php?ID=8151,French,,8151,,1845
William Beattie,Brown,1909,http://www.the-athenaeum.org/people/detail.php?ID=8133,Scottish,,8133,,1831
Samuel,Granowsky,1942,http://www.the-athenaeum.org/people/detail.php?ID=11412,Ukrainian,,11412,,1889
Emile,Renouf,1894,http://www.the-athenaeum.org/people/detail.php?ID=11219,French,,11219,,1845
Marten Eskil,Winge,1896,http://www.the-athenaeum.org/people/detail.php?ID=11246,Swedish,,11246,,1825
Arthur Joseph,Gaskin,1928,http://www.the-athenaeum.org/people/detail.php?ID=9043,English,,9043,,1862
Frank,Walton,1928,http://www.the-athenaeum.org/people/detail.php?ID=10675,United Kingdom,,10675,,1840
John,Souch,1645,http://www.the-athenaeum.org/people/detail.php?ID=7859,United Kingdom,,7859,,1593
Wallace,Nutting,1941,http://www.the-athenaeum.org/people/detail.php?ID=9867,American,,9867,,1861
Vincente,Capobianchi,1928,http://www.the-athenaeum.org/people/detail.php?ID=9376,Italian,,9376,,1836
Albert Milton,Drinkwater,1917,http://www.the-athenaeum.org/people/detail.php?ID=8741,United Kingdom,,8741,,1860
Adolph,Tidemand,1876,http://www.the-athenaeum.org/people/detail.php?ID=5798,Norwegian,Romantic,5798,,1814
Richard,Brompton,1783,http://www.the-athenaeum.org/people/detail.php?ID=8107,English,,8107,,1734
Klavdy,Stepanov,1910,http://www.the-athenaeum.org/people/detail.php?ID=10081,Russian,,10081,,1854
Luciano,Borzone,1645,http://www.the-athenaeum.org/people/detail.php?ID=10824,Italian,,10824,,1590
Gustav,Wentzel,1927,http://www.the-athenaeum.org/people/detail.php?ID=5793,Norwegian,,5793,,1859
Rinaldo,Cuneo,1939,http://www.the-athenaeum.org/people/detail.php?ID=9309,American,,9309,,1877
Charles,Branwhite,1880,http://www.the-athenaeum.org/people/detail.php?ID=8072,United Kingdom,,8072,,1817
Yakov,Brovar,1941,http://www.the-athenaeum.org/people/detail.php?ID=8091,Russian,,8091,,1864
Andries,Both,1649,http://www.the-athenaeum.org/people/detail.php?ID=10822,Dutch,,10822,,1612
Otto Henry,Bacher,1909,http://www.the-athenaeum.org/people/detail.php?ID=1241,American,,1241,,1856
William Ward,Gillard,1897,http://www.the-athenaeum.org/people/detail.php?ID=9182,English,,9182,,1812
Philip Lodewijk Jacob Frederik,Sadee,1904,http://www.the-athenaeum.org/people/detail.php?ID=2306,Dutch,,2306,,1837
John Albert,Seaford,1936,http://www.the-athenaeum.org/people/detail.php?ID=7067,American,,7067,,1858
Carl Christian,Brenner,1888,http://www.the-athenaeum.org/people/detail.php?ID=1226,German,,1226,,1838
Basil,Bradley,1904,http://www.the-athenaeum.org/people/detail.php?ID=8061,United Kingdom,,8061,,1842
George A.,Boyle,1899,http://www.the-athenaeum.org/people/detail.php?ID=8060,United Kingdom,,8060,,1826
Louis,Hersent,1860,http://www.the-athenaeum.org/people/detail.php?ID=2260,French,,2260,,1777
Henry Cheever,Pratt,1880,http://www.the-athenaeum.org/people/detail.php?ID=630,American,,630,,1803
Karl,Hagemeister,1933,http://www.the-athenaeum.org/people/detail.php?ID=4710,German,,4710,,1848
Adrien De,Boucherville,1912,http://www.the-athenaeum.org/people/detail.php?ID=10821,French,,10821,,1845
Giovanni,Sottocornola,1917,http://www.the-athenaeum.org/people/detail.php?ID=2238,Italian,,2238,,1855
Anne Louise,Falkner,1933,http://www.the-athenaeum.org/people/detail.php?ID=8877,English,,8877,,1862
Juan Martín,Cabezalero,1673,http://www.the-athenaeum.org/people/detail.php?ID=6045,Spanish,Baroque,6045,,1633
David Comba,Adamson,1926,http://www.the-athenaeum.org/people/detail.php?ID=4510,Scottish,,4510,,1859
William Frank,Calderon,1943,http://www.the-athenaeum.org/people/detail.php?ID=7052,English,,7052,,1865
Anna Lea,Merritt,1930,http://www.the-athenaeum.org/people/detail.php?ID=4202,American,,4202,,1844
Frank,Holl,1888,http://www.the-athenaeum.org/people/detail.php?ID=8022,English,,8022,,1845
John,Ruskin,1900,http://www.the-athenaeum.org/people/detail.php?ID=1934,English,,1934,,1819
Walter Harvey,Brook,1943,http://www.the-athenaeum.org/people/detail.php?ID=8110,English,,8110,,1863
George,Cruikshank,1878,http://www.the-athenaeum.org/people/detail.php?ID=8020,English,,8020,,1792
Nicolas-Guy,Brenet,1792,http://www.the-athenaeum.org/people/detail.php?ID=7047,French,,7047,,1728
Emile,Villa,1900,http://www.the-athenaeum.org/people/detail.php?ID=5013,French,,5013,,1836
Edwin Henry,Boddington,1905,http://www.the-athenaeum.org/people/detail.php?ID=8005,English,,8005,,1836
Peter,Baumgras,1904,http://www.the-athenaeum.org/people/detail.php?ID=1184,German,,1184,,1827
Luigi,Pastega,1927,http://www.the-athenaeum.org/people/detail.php?ID=11199,Italian,,11199,,1858
Jean-Germain,Drouais,1788,http://www.the-athenaeum.org/people/detail.php?ID=5671,French,Neoclassicist,5671,,1763
Heinrich Johann von,Zügel,1941,http://www.the-athenaeum.org/people/detail.php?ID=2172,German,,2172,,1850
Anton,Braith,1905,http://www.the-athenaeum.org/people/detail.php?ID=2163,German,Academist,2163,,1836
Carl,Breitbach,1904,http://www.the-athenaeum.org/people/detail.php?ID=10815,German,,10815,,1833
,Pisanello,1455,http://www.the-athenaeum.org/people/detail.php?ID=10282,Italian,Early Renaissance,10282,,1395
Emma Brownlow,King,1905,http://www.the-athenaeum.org/people/detail.php?ID=7996,United Kingdom,,7996,,1832
Lemuel M.,Wiles,1905,http://www.the-athenaeum.org/people/detail.php?ID=1165,American,,1165,,1826
Gustave Clarence Rodolphe,Boulanger,1888,http://www.the-athenaeum.org/people/detail.php?ID=2143,French,,2143,,1824
Edwin,Harleston,1931,http://www.the-athenaeum.org/people/detail.php?ID=10476,American,,10476,,1882
Allen Butler,Talcott,1908,http://www.the-athenaeum.org/people/detail.php?ID=1154,American,,1154,,1867
Lajos,Gulácsy,1932,http://www.the-athenaeum.org/people/detail.php?ID=9056,Hungarian,Symbolist,9056,,1882
Charles,Laval,1894,http://www.the-athenaeum.org/people/detail.php?ID=149,French,,149,,1862
Job,Nixon,1938,http://www.the-athenaeum.org/people/detail.php?ID=9332,United Kingdom,,9332,,1891
Charles,Connor,1905,http://www.the-athenaeum.org/people/detail.php?ID=7062,American,,7062,,1857
Henrietta,Rae-normand,1928,http://www.the-athenaeum.org/people/detail.php?ID=351,English,Academist,351,,1859
Adolf,Fényes,1945,http://www.the-athenaeum.org/people/detail.php?ID=10278,Hungarian,,10278,,1867
Matthew Harris,Jouett,1828,http://www.the-athenaeum.org/people/detail.php?ID=4058,American,,4058,,1755
Cornelis van,Dalem,1573,http://www.the-athenaeum.org/people/detail.php?ID=5341,Belgian,,5341,,1530
George Algeron,Fothergill,1945,http://www.the-athenaeum.org/people/detail.php?ID=8963,United Kingdom,,8963,,1868
Ellen Day,Hale,1940,http://www.the-athenaeum.org/people/detail.php?ID=2051,American,,2051,,1855
Walter,Clark,1917,http://www.the-athenaeum.org/people/detail.php?ID=1114,American,,1114,,1848
Alexandre,Seon,1917,http://www.the-athenaeum.org/people/detail.php?ID=4397,French,,4397,,1855
Josef Wenzel,Süss,1937,http://www.the-athenaeum.org/people/detail.php?ID=6363,Austrian,,6363,,1867
Lazar,Krestin,1938,http://www.the-athenaeum.org/people/detail.php?ID=11005,Lithuanian,,11005,,1868
John,Neagle,1865,http://www.the-athenaeum.org/people/detail.php?ID=2006,American,,2006,,1796
William Banks,Fortescue,1924,http://www.the-athenaeum.org/people/detail.php?ID=8956,United Kingdom,,8956,,1850
Giuseppe,De sanctis,1924,http://www.the-athenaeum.org/people/detail.php?ID=9419,Italian,,9419,,1858
Antonio,Bellucci,1726,http://www.the-athenaeum.org/people/detail.php?ID=7906,Italian,,7906,,1654
Hermann,Seeger,1920,http://www.the-athenaeum.org/people/detail.php?ID=5653,German,,5653,,1857
Hans,Multscher,1467,http://www.the-athenaeum.org/people/detail.php?ID=6026,German,Renaissance,6026,,1400
George M.,Bruestle,1939,http://www.the-athenaeum.org/people/detail.php?ID=3426,American,,3426,,1872
Jan,Van teylingen,1654,http://www.the-athenaeum.org/people/detail.php?ID=4668,Dutch,,4668,,1602
Dominicus,Custos,1612,http://www.the-athenaeum.org/people/detail.php?ID=4814,Belgian,,4814,,1560
James Francis,Day,1925,http://www.the-athenaeum.org/people/detail.php?ID=4876,American,,4876,,1863
Ellis William,Roberts,1930,http://www.the-athenaeum.org/people/detail.php?ID=6972,United Kingdom,,6972,,1860
Alan,Beeton,1942,http://www.the-athenaeum.org/people/detail.php?ID=7872,English,,7872,,1880
Anna Lee,Stacey,1943,http://www.the-athenaeum.org/people/detail.php?ID=1906,American,,1906,,1871
Georg,Schrimpf,1938,http://www.the-athenaeum.org/people/detail.php?ID=4998,German,,4998,,1889
William M.,Davis,1920,http://www.the-athenaeum.org/people/detail.php?ID=1041,American,,1041,,1829
Herman Jean Joseph,Richir,1942,http://www.the-athenaeum.org/people/detail.php?ID=7863,Belgian,,7863,,1886
Kobayashi,Kiyochika,1915,http://www.the-athenaeum.org/people/detail.php?ID=10014,Japanese,,10014,,1847
Edoardo,Dalbono,1915,http://www.the-athenaeum.org/people/detail.php?ID=9083,Italian,,9083,,1841
Alice B.,Chittenden,1944,http://www.the-athenaeum.org/people/detail.php?ID=1866,American,,1866,,1859
William,Mulready,1863,http://www.the-athenaeum.org/people/detail.php?ID=5136,English,,5136,,1786
Catherine,Read,1778,http://www.the-athenaeum.org/people/detail.php?ID=7861,United Kingdom,,7861,,1723
Umberto,Veruda,1904,http://www.the-athenaeum.org/people/detail.php?ID=4995,Italian,,4995,,1868
Clarice,Beckett,1935,http://www.the-athenaeum.org/people/detail.php?ID=4751,Australian,,4751,,1887
Alfred Walter,Bayes,1909,http://www.the-athenaeum.org/people/detail.php?ID=7825,United Kingdom,,7825,,1832
Samuel Lovett,Waldo,1861,http://www.the-athenaeum.org/people/detail.php?ID=1026,American,,1026,,1783
Marcel,Leprin,1933,http://www.the-athenaeum.org/people/detail.php?ID=9772,French,,9772,,1891
Edward Frederick,Brewtnall,1902,http://www.the-athenaeum.org/people/detail.php?ID=5386,United Kingdom,,5386,,1846
Lucas,Kilian,1637,http://www.the-athenaeum.org/people/detail.php?ID=4813,German,,4813,,1579
George,Barret the younger,1842,http://www.the-athenaeum.org/people/detail.php?ID=7814,English,,7814,,1767
Andrea di Niccolò di,Giacomo,1514,http://www.the-athenaeum.org/people/detail.php?ID=9160,Italian,,9160,,1440
Godfrey Douglas,Giles,1941,http://www.the-athenaeum.org/people/detail.php?ID=9165,Pakistani,,9165,,1857
Herbert Blande,Sparks,1916,http://www.the-athenaeum.org/people/detail.php?ID=4286,United Kingdom,,4286,,1870
Sarah Cecilia,Harrison,1941,http://www.the-athenaeum.org/people/detail.php?ID=6934,Irish,,6934,,1863
Daniel,Vosmaer,1669,http://www.the-athenaeum.org/people/detail.php?ID=4996,Dutch,Dutch Golden Age,4996,,1622
Charles,Guilloux,1946,http://www.the-athenaeum.org/people/detail.php?ID=7820,French,,7820,,1866
William Emile,Schumacher,1931,http://www.the-athenaeum.org/people/detail.php?ID=1740,Belgian,,1740,,1870
Henri,Gascars,1701,http://www.the-athenaeum.org/people/detail.php?ID=9040,Italian,,9040,,1634
John,Brewster,1854,http://www.the-athenaeum.org/people/detail.php?ID=988,American,,988,,1766
William Rodway,Barnes,1905,http://www.the-athenaeum.org/people/detail.php?ID=7807,United Kingdom,,7807,,1840
Nicola,Palizzi,1870,http://www.the-athenaeum.org/people/detail.php?ID=9510,Italian,,9510,,1820
Ralph William,Bardill,1935,http://www.the-athenaeum.org/people/detail.php?ID=7787,United Kingdom,,7787,,1876
Albertus del Orient,Browere,1887,http://www.the-athenaeum.org/people/detail.php?ID=971,American,,971,,1814
Elena,Polenova,1898,http://www.the-athenaeum.org/people/detail.php?ID=9732,Russian,,9732,,1850
William,Jennys,1850,http://www.the-athenaeum.org/people/detail.php?ID=1013,American,,1013,,1774
Eugene Lawrent,Vail,1934,http://www.the-athenaeum.org/people/detail.php?ID=3416,French,,3416,,1857
Karel,Hlaváček,1898,http://www.the-athenaeum.org/people/detail.php?ID=9082,Czech,Symbolist,9082,,1874
Marie Danforth,Page,1940,http://www.the-athenaeum.org/people/detail.php?ID=3371,American,,3371,,1869
Gustave,Madelain,1944,http://www.the-athenaeum.org/people/detail.php?ID=6307,French,,6307,,1867
Henry Thomas,Schafer,1915,http://www.the-athenaeum.org/people/detail.php?ID=4319,United Kingdom,,4319,,1873
Andre,Giroux,1879,http://www.the-athenaeum.org/people/detail.php?ID=1669,French,,1669,,1801
James,Atkins,1833,http://www.the-athenaeum.org/people/detail.php?ID=7743,United Kingdom,,7743,,1799
Henri Adolphe,Laissement,1921,http://www.the-athenaeum.org/people/detail.php?ID=4247,French,,4247,,1854
Herbert D.,Atkinson,1936,http://www.the-athenaeum.org/people/detail.php?ID=7745,United Kingdom,,7745,,1863
Ernst Ferdinand,Oehme,1855,http://www.the-athenaeum.org/people/detail.php?ID=3577,German,,3577,,1797
Paul,Gavarni,1866,http://www.the-athenaeum.org/people/detail.php?ID=5056,French,Realist,5056,,1804
Geza,Farago,1928,http://www.the-athenaeum.org/people/detail.php?ID=5462,Hungarian,,5462,,1877
Nathan,Drake,1778,http://www.the-athenaeum.org/people/detail.php?ID=8739,English,,8739,,1728
Alfred William,Strutt,1924,http://www.the-athenaeum.org/people/detail.php?ID=5463,United Kingdom,,5463,,1856
Georges Louis Charles,Busson,1933,http://www.the-athenaeum.org/people/detail.php?ID=6880,French,,6880,,1859
William Baxter Collier,Fyfe,1882,http://www.the-athenaeum.org/people/detail.php?ID=4209,English,,4209,,1836
James,Ashton,1935,http://www.the-athenaeum.org/people/detail.php?ID=7737,United Kingdom,,7737,,1859
David,Bailly,1657,http://www.the-athenaeum.org/people/detail.php?ID=6294,Dutch,Dutch Golden Age,6294,"Dutch Baroque painter, draughtsman, printmaker and miniaturist (Leiden, 1584 - Leiden, October 1657). ",1584
Bartolo,Di fredi,1409,http://www.the-athenaeum.org/people/detail.php?ID=6874,Italian,,6874,,1330
Ernst Karl Eugen,Koerner,1927,http://www.the-athenaeum.org/people/detail.php?ID=252,German,,252,,1846
Thomas,Arrowsmith,1830,http://www.the-athenaeum.org/people/detail.php?ID=7732,United Kingdom,,7732,,1772
Edmund C.,Coates,1871,http://www.the-athenaeum.org/people/detail.php?ID=922,American,,922,,1816
Albert Edward,Bailey,1946,http://www.the-athenaeum.org/people/detail.php?ID=7757,United Kingdom,,7757,,1867
Barthelmy,Du pan,1763,http://www.the-athenaeum.org/people/detail.php?ID=8752,Swiss,,8752,,1712
J. Antonio,Hekking,1902,http://www.the-athenaeum.org/people/detail.php?ID=1617,Dutch,,1617,,1830
Armand,Seguin,1903,http://www.the-athenaeum.org/people/detail.php?ID=179,French,,179,,1869
William Smith,Anderson,1929,http://www.the-athenaeum.org/people/detail.php?ID=7702,United Kingdom,,7702,,1878
Edmond,Louyot,1920,http://www.the-athenaeum.org/people/detail.php?ID=3255,German,,3255,,1861
Will,Sparks,1937,http://www.the-athenaeum.org/people/detail.php?ID=9261,American,,9261,,1862
Jean-Eugène,Buland,1927,http://www.the-athenaeum.org/people/detail.php?ID=3230,French,,3230,,1852
John Henry,Amshewitz,1942,http://www.the-athenaeum.org/people/detail.php?ID=7693,United Kingdom,,7693,,1882
Albert,Müller-lingke,1930,http://www.the-athenaeum.org/people/detail.php?ID=11147,German,,11147,,1844
Edward,Hill,1923,http://www.the-athenaeum.org/people/detail.php?ID=896,English,,896,,1843
Jessica,Hayllar,1940,http://www.the-athenaeum.org/people/detail.php?ID=10962,English,,10962,,1858
Joseph,Steward,1822,http://www.the-athenaeum.org/people/detail.php?ID=1588,American,,1588,,1753
George W. Moore,Henton,1924,http://www.the-athenaeum.org/people/detail.php?ID=10772,English,,10772,,1861
Emile,Jourdan,1931,http://www.the-athenaeum.org/people/detail.php?ID=175,French,,175,,1860
Timoleon Marie,Lobrichon,1914,http://www.the-athenaeum.org/people/detail.php?ID=1937,French,,1937,,1831
John,Da costa,1931,http://www.the-athenaeum.org/people/detail.php?ID=4991,United Kingdom,,4991,,1867
Francis,Alleyne,1815,http://www.the-athenaeum.org/people/detail.php?ID=7685,United Kingdom,,7685,,1750
Gabriel Puig,Roda,1919,http://www.the-athenaeum.org/people/detail.php?ID=3148,Spanish,,3148,,1865
Tommaso,Da modena,1379,http://www.the-athenaeum.org/people/detail.php?ID=6282,Italian,,6282,,1326
Willem de,Heusch,1692,http://www.the-athenaeum.org/people/detail.php?ID=10538,Dutch,,10538,,1625
Archibald,Knox,1933,http://www.the-athenaeum.org/people/detail.php?ID=10652,Scottish,,10652,,1864
Jose Franco,Cordero,1892,http://www.the-athenaeum.org/people/detail.php?ID=3194,Spanish,,3194,,1851
Moritz,Stifter,1905,http://www.the-athenaeum.org/people/detail.php?ID=3137,Austrian,,3137,,1857
Jacob Adriaensz,Bellevois,1676,http://www.the-athenaeum.org/people/detail.php?ID=7675,Dutch,Dutch Golden Age,7675,,1621
Georges,Jeannin,1924,http://www.the-athenaeum.org/people/detail.php?ID=1544,French,,1544,,1841
William Hanna,Clarke,1924,http://www.the-athenaeum.org/people/detail.php?ID=4190,Scottish,,4190,,1882
Wilhelm Theodor,Nocken,1905,http://www.the-athenaeum.org/people/detail.php?ID=5968,German,,5968,,1830
Albert Babb,Insley,1937,http://www.the-athenaeum.org/people/detail.php?ID=9291,American,,9291,,1842
Arpad,Cserepy,1907,http://www.the-athenaeum.org/people/detail.php?ID=871,Hungarian,,871,,1859
Franklin D.,Briscoe,1903,http://www.the-athenaeum.org/people/detail.php?ID=1926,American,,1926,,1844
Bernardino,Zaganelli,1510,http://www.the-athenaeum.org/people/detail.php?ID=10439,Italian,,10439,,1460
John Charles,Arter,1923,http://www.the-athenaeum.org/people/detail.php?ID=1532,American,,1532,,1860
Lucia,Anguissola,1565,http://www.the-athenaeum.org/people/detail.php?ID=6805,Italian,Renaissance,6805,,1538
Louise,Pickard,1928,http://www.the-athenaeum.org/people/detail.php?ID=10768,English,,10768,,1865
William York,Macgregor,1923,http://www.the-athenaeum.org/people/detail.php?ID=4091,Scottish,,4091,,1855
Wynand Johannes Joseph,Nuyen,1839,http://www.the-athenaeum.org/people/detail.php?ID=2321,Dutch,,2321,,1813
Polidoro da,Caravaggio,1543,http://www.the-athenaeum.org/people/detail.php?ID=3028,Italian,Renaissance,3028,,1497
Luigi,Bechi,1919,http://www.the-athenaeum.org/people/detail.php?ID=1860,Italian,,1860,,1830
Dorothy,Adamson,1934,http://www.the-athenaeum.org/people/detail.php?ID=7644,United Kingdom,,7644,,1894
Franz,Moormans,1893,http://www.the-athenaeum.org/people/detail.php?ID=11138,Dutch,,11138,,1832
Joseph,Adam,1886,http://www.the-athenaeum.org/people/detail.php?ID=7634,Scottish,,7634,,1819
Gustave,Doyen,,http://www.the-athenaeum.org/people/detail.php?ID=3006,French,Academist,3006,,1837
William James,Muller,1845,http://www.the-athenaeum.org/people/detail.php?ID=2986,English,,2986,,1812
Jose,Gallegos y arnosa,1917,http://www.the-athenaeum.org/people/detail.php?ID=1487,Spanish,,1487,,1859
Louis,De caullery,1621,http://www.the-athenaeum.org/people/detail.php?ID=10244,Dutch,Baroque,10244,,1580
Ernest,Filliard,1933,http://www.the-athenaeum.org/people/detail.php?ID=9636,French,,9636,,1868
Andrew,Allan,1942,http://www.the-athenaeum.org/people/detail.php?ID=7670,United Kingdom,,7670,,1863
"DE, Francisco",Herrera,1656,http://www.the-athenaeum.org/people/detail.php?ID=5431,Spanish,,5431,,1576
Sybrand,Van beest,1674,http://www.the-athenaeum.org/people/detail.php?ID=10938,Dutch,,10938,,1610
Henry,Andrews,1868,http://www.the-athenaeum.org/people/detail.php?ID=2968,English,,2968,,1796
Joseph,Morviller,1880,http://www.the-athenaeum.org/people/detail.php?ID=762,French,,762,,1800
Annie Rose,Laing,1946,http://www.the-athenaeum.org/people/detail.php?ID=4384,United Kingdom,,4384,,1869
Rene-Francois-Xavier,Prinet,1946,http://www.the-athenaeum.org/people/detail.php?ID=5193,French,Academist,5193,,1861
Jean Augustin,Franquelin,1839,http://www.the-athenaeum.org/people/detail.php?ID=10931,French,,10931,,1798
Emily,Ford,1930,http://www.the-athenaeum.org/people/detail.php?ID=8941,English,,8941,,1851
Cristoforo,Munari,1720,http://www.the-athenaeum.org/people/detail.php?ID=6759,Italian,Baroque,6759,,1667
Gabriel Joseph Marie Augustin,Ferrier,1914,http://www.the-athenaeum.org/people/detail.php?ID=1474,French,,1474,,1847
Bartolomeo degli,Erri,1482,http://www.the-athenaeum.org/people/detail.php?ID=7591,Italian,,7591,,1447
Édouard,Detaille,1912,http://www.the-athenaeum.org/people/detail.php?ID=1475,French,,1475,,1848
Leonello,Spada,1622,http://www.the-athenaeum.org/people/detail.php?ID=6753,Italian,Caravaggisti,6753,,1576
Edward Percy,Moran,1935,http://www.the-athenaeum.org/people/detail.php?ID=1758,American,,1758,,1862
Robert,Huskisson,1861,http://www.the-athenaeum.org/people/detail.php?ID=5039,United Kingdom,,5039,,1820
Tavik Frantisek,Simon,1942,http://www.the-athenaeum.org/people/detail.php?ID=5428,Czech,,5428,,1877
Knud Andreassen,Baade,1879,http://www.the-athenaeum.org/people/detail.php?ID=747,Norwegian,,747,,1808
Hugh,Newell,1915,http://www.the-athenaeum.org/people/detail.php?ID=738,Saint Kitts and Nevis,,738,,1830
Louis Gustave,Ricard,1873,http://www.the-athenaeum.org/people/detail.php?ID=4494,French,,4494,,1823
Angelo,D'agata,,http://www.the-athenaeum.org/people/detail.php?ID=10752,Italian,,10752,,1842
John Henry,Dolph,1903,http://www.the-athenaeum.org/people/detail.php?ID=733,American,,733,,1835
Henry Meynell,Rheam,1920,http://www.the-athenaeum.org/people/detail.php?ID=2779,English,,2779,,1859
Jean-Baptiste,Lemoyne,1778,http://www.the-athenaeum.org/people/detail.php?ID=6740,French,,6740,,1704
Thomas,Armstrong,1911,http://www.the-athenaeum.org/people/detail.php?ID=5020,United Kingdom,,5020,,1832
John William,Gilroy,1944,http://www.the-athenaeum.org/people/detail.php?ID=9186,English,,9186,,1868
Alexander,Mordvinov,1858,http://www.the-athenaeum.org/people/detail.php?ID=9135,Russian,,9135,,1799
Henri-Camille,Danger,1937,http://www.the-athenaeum.org/people/detail.php?ID=2713,French,Academist,2713,,1857
Enrico,Fanfani,1885,http://www.the-athenaeum.org/people/detail.php?ID=2726,Italian,,2726,,1824
Sarah Wyman,Whitman,1904,http://www.the-athenaeum.org/people/detail.php?ID=4205,American,,4205,,1842
Charlemagne Oscar,Guet,1871,http://www.the-athenaeum.org/people/detail.php?ID=5023,French,,5023,,1801
James,Holland,1870,http://www.the-athenaeum.org/people/detail.php?ID=2650,English,,2650,,1800
British School 18th Century,Unknown,1800,http://www.the-athenaeum.org/people/detail.php?ID=2645,United Kingdom,,2645,,1700
Wolfgang,Heimbach,1679,http://www.the-athenaeum.org/people/detail.php?ID=6214,German,,6214,,1615
Antoine,Chintreuil,1873,http://www.the-athenaeum.org/people/detail.php?ID=2611,French,,2611,,1816
John,Simmons,1876,http://www.the-athenaeum.org/people/detail.php?ID=8784,United Kingdom,,8784,,1823
Clement,Pujol de gustavino,1905,http://www.the-athenaeum.org/people/detail.php?ID=1355,French,,1355,,1850
Michael,Pacher,1498,http://www.the-athenaeum.org/people/detail.php?ID=2583,Austrian,,2583,,1435
Pierre Joseph Celestin,Francois,1851,http://www.the-athenaeum.org/people/detail.php?ID=10929,French,,10929,,1759
Herman Frederik Carel,Ten kate,1891,http://www.the-athenaeum.org/people/detail.php?ID=2551,Dutch,,2551,,1822
José María,Rodríguez-acosta,1941,http://www.the-athenaeum.org/people/detail.php?ID=2505,Spanish,,2505,,1886
