painting_url,short_name,painting_info_detail,period_code,creation_date,creation_place,dimension,exibit_place,technique,title,file_name,width,height
http://www.wga.hu/art/r/rubens/21mythol/10mythol.jpg,rubens,"
,The Abduction of Ganymede,
1611-12,
Oil on canvas, 203 x 203 cm,
Schwarzenberg Palace, Vienna,

",7,1611-12,,203 x 203 cm,"Schwarzenberg Palace, Vienna",Oil on canvas,The Abduction of Ganymede,rubens_21mythol_10mythol.jpg,1121,1100
http://www.wga.hu/art/r/rubens/21mythol/11mythol.jpg,rubens,"
,Venus, Cupid, Baccchus and Ceres,
1612-13,
Oil on canvas, 141 x 200 cm,
Staatliche Museen, Kassel,

",7,1612-13,,141 x 200 cm,"Staatliche Museen, Kassel",Oil on canvas,"Venus, Cupid, Baccchus and Ceres",rubens_21mythol_11mythol.jpg,1145,800
http://www.wga.hu/art/r/rubens/21mythol/12mythol.jpg,rubens,"
,The Statue of Ceres,
c. 1615,
Oil on wood, 91 x 66 cm,
The Hermitage, St. Petersburg,

",7,c. 1615,,91 x 66 cm,"The Hermitage, St. Petersburg",Oil on wood,The Statue of Ceres,rubens_21mythol_12mythol.jpg,885,1255
http://www.wga.hu/art/r/rubens/21mythol/13mythol.jpg,rubens,"
,Jupiter and Callisto,
1613,
Oil on canvas, 202 x 305 cm,
Staatliche Museen, Kassel,

",7,1613,,202 x 305 cm,"Staatliche Museen, Kassel",Oil on canvas,Jupiter and Callisto,rubens_21mythol_13mythol.jpg,1416,950
http://www.wga.hu/art/r/rubens/21mythol/14mythol.jpg,rubens,"
,Cupid Making His Bow,
1614,
Oil on canvas, 142 x 108 cm,
Alte Pinakothek, Munich,

",7,1614,,142 x 108 cm,"Alte Pinakothek, Munich",Oil on canvas,Cupid Making His Bow,rubens_21mythol_14mythol.jpg,948,1300
http://www.wga.hu/art/r/rubens/21mythol/15mythol.jpg,rubens,"
,Venus Frigida,
1614,
Oil on wood, 142 x 184 cm,
Koninklijk Museum voor Schone Kunsten, Antwerp,

",7,1614,,142 x 184 cm,"Koninklijk Museum voor Schone Kunsten, Antwerp",Oil on wood,Venus Frigida,rubens_21mythol_15mythol.jpg,1285,1000
http://www.wga.hu/art/r/rubens/21mythol/16mythol.jpg,rubens,"
,Venus and Adonis,
c. 1614,
Oil on panel, 83 x 91 cm,
The Hermitage, St. Petersburg,

",7,c. 1614,,83 x 91 cm,"The Hermitage, St. Petersburg",Oil on panel,Venus and Adonis,rubens_21mythol_16mythol.jpg,1251,1121
http://www.wga.hu/art/r/rubens/15biblic/01susann.jpg,rubens,"
,Susanna and the Elders,
1607-08,
Oil on canvas, 94 x 66 cm,
Galleria Borghese, Rome,

",6,1607-08,,94 x 66 cm,"Galleria Borghese, Rome",Oil on canvas,Susanna and the Elders,rubens_15biblic_01susann.jpg,850,1214
http://www.wga.hu/art/r/rubens/15biblic/02samson.jpg,rubens,"
,Samson and Delilah,
c. 1609,
Oil on wood, 185 x 205 cm,
National Gallery, London,

",6,c. 1609,,185 x 205 cm,"National Gallery, London",Oil on wood,Samson and Delilah,rubens_15biblic_02samson.jpg,1030,931
http://www.wga.hu/art/r/rubens/15biblic/03susann.jpg,rubens,"
,Susanna and the Elders,
1609-10,
Oil on wood, 198 x 218 cm,
Museo de la Real Academia de San Fernando, Madrid,

",6,1609-10,,198 x 218 cm,"Museo de la Real Academia de San Fernando, Madrid",Oil on wood,Susanna and the Elders,rubens_15biblic_03susann.jpg,1152,1000
http://www.wga.hu/art/r/rubens/15biblic/07daniel.jpg,rubens,"
,Daniel in the Lion's Den,
c. 1615,
Oil on canvas, 224 x 330 cm,
National Gallery of Art, Washington,

",6,c. 1615,,224 x 330 cm,"National Gallery of Art, Washington",Oil on canvas,Daniel in the Lion's Den,rubens_15biblic_07daniel.jpg,1012,679
http://www.wga.hu/art/r/rubens/15biblic/08judith.jpg,rubens,"
,Judith with the Head of Holofernes,
c. 1616,
Oil on canvas, 120 x 111 cm,
Herzog Anton Ulrich-Museum, Braunschweig,

",6,c. 1616,,120 x 111 cm,"Herzog Anton Ulrich-Museum, Braunschweig",Oil on canvas,Judith with the Head of Holofernes,rubens_15biblic_08judith.jpg,1020,1062
http://www.wga.hu/art/r/rubens/15biblic/09bathsh.jpg,rubens,"
,Bathsheba at the Fountain,
c. 1635,
Oil on oak panel, 175 x 126 cm,
Gemäldegalerie, Dresden,

",6,c. 1635,,175 x 126 cm,"Gemäldegalerie, Dresden",Oil on oak panel,Bathsheba at the Fountain,rubens_15biblic_09bathsh.jpg,850,1185
http://www.wga.hu/art/r/rubens/15biblic/10feast.jpg,rubens,"
,The Feast of Herod,
1633,
Oil on canvas, 208 x 264 cm,
National Gallery of Scotland, Edinburgh,

",6,1633,,208 x 264 cm,"National Gallery of Scotland, Edinburgh",Oil on canvas,The Feast of Herod,rubens_15biblic_10feast.jpg,1040,770
http://www.wga.hu/art/r/rubens/14religi/70religi.jpg,rubens,"
,Virgin and Child with the Infant St John,
-,
Oil on paper fixed onto canvas,
Santa Maria del Giglio, Venice,

",5,-,,,"Santa Maria del Giglio, Venice",Oil on paper fixed onto canvas,Virgin and Child with the Infant St John,rubens_14religi_70religi.jpg,980,1340
http://www.wga.hu/art/r/rubens/14religi/71religi.jpg,rubens,"
,The Holy Family with St Anne,
c. 1630,
Oil on canvas, 115 x 90 cm,
Museo del Prado, Madrid,

",5,c. 1630,,115 x 90 cm,"Museo del Prado, Madrid",Oil on canvas,The Holy Family with St Anne,rubens_14religi_71religi.jpg,1000,1316
http://www.wga.hu/art/r/rubens/14religi/72religi.jpg,rubens,"
,The Crowning of St Catherine,
1631,
Oil on canvas, 266 x 214 cm,
Toledo Museum of Art, Toledo, Ohio,

",5,1631,,266 x 214 cm,"Toledo Museum of Art, Toledo, Ohio",Oil on canvas,The Crowning of St Catherine,rubens_14religi_72religi.jpg,1000,1250
http://www.wga.hu/art/r/rubens/14religi/72religj.jpg,rubens,"
,Last Supper,
1631-32,
Oil on canvas, 304 x 250 cm,
Pinacoteca di Brera, Milan,

",5,1631-32,,304 x 250 cm,"Pinacoteca di Brera, Milan",Oil on canvas,Last Supper,rubens_14religi_72religj.jpg,900,1061
http://www.wga.hu/art/r/rubens/14religi/73religi.jpg,rubens,"
,The Martyrdom of St Livinus,
1633,
Oil on canvas, 455 x 347 cm,
Musées Royaux des Beaux-Arts, Brussels,

",5,1633,,455 x 347 cm,"Musées Royaux des Beaux-Arts, Brussels",Oil on canvas,The Martyrdom of St Livinus,rubens_14religi_73religi.jpg,820,1074
http://www.wga.hu/art/r/rubens/14religi/74religi.jpg,rubens,"
,St. Cecilia,
1639-40,
Oil on panel, 177 x 139 cm,
Staaliche Museen, Berlin,

",5,1639-40,,177 x 139 cm,"Staaliche Museen, Berlin",Oil on panel,St. Cecilia,rubens_14religi_74religi.jpg,1026,1300
http://www.wga.hu/art/r/rubens/14religi/75religi.jpg,rubens,"
,The Road to Calvary,
1634-37,
Oil on canvas, rounded at the top, 569 x 355 cm,
Musées Royaux des Beaux-Arts, Brussels,

",5,1634-37,,569 x 355 cm,"Musées Royaux des Beaux-Arts, Brussels","Oil on canvas, rounded at the top",The Road to Calvary,rubens_14religi_75religi.jpg,730,1198
http://www.wga.hu/art/r/rubens/14religi/76religi.jpg,rubens,"
,Massacre of the Innocents,
c. 1637,
Oil on panel, 199 x 302 cm,
Alte Pinakothek, Munich,

",5,c. 1637,,199 x 302 cm,"Alte Pinakothek, Munich",Oil on panel,Massacre of the Innocents,rubens_14religi_76religi.jpg,1078,700
http://www.wga.hu/art/r/rubens/14religi/77religi.jpg,rubens,"
,Our Lady with the Saints,
1634,
Oil on canvas,
Sint-Jacobskerk, Antwerp,

",5,1634,,,"Sint-Jacobskerk, Antwerp",Oil on canvas,Our Lady with the Saints,rubens_14religi_77religi.jpg,900,1017
http://www.wga.hu/art/r/rubens/14religi/78religi.jpg,rubens,"
,St Francis of Assisi Receiving the Stigmata,
c. 1635,
Oil on canvas, 264 x 192 cm,
Museum voor Schone Kunsten, Ghent,

",5,c. 1635,,264 x 192 cm,"Museum voor Schone Kunsten, Ghent",Oil on canvas,St Francis of Assisi Receiving the Stigmata,rubens_14religi_78religi.jpg,817,1098
http://www.wga.hu/art/r/rubens/14religi/79relig.jpg,rubens,"
,Assumption of the Virgin,
c. 1637,
Oil on canvas, 501 x 351 cm,
Liechtenstein Museum, Vienna,

",5,c. 1637,,501 x 351 cm,"Liechtenstein Museum, Vienna",Oil on canvas,Assumption of the Virgin,rubens_14religi_79relig.jpg,1128,1600
http://www.wga.hu/art/r/rubens/14religi/79religi.jpg,rubens,"
,Altarpiece of St Ildefonso  (right panel),
after 1639,
Oil on wood, 352 x 109 cm,
Kunsthistorisches Museum, Vienna,

",5,after 1639,,352 x 109 cm,"Kunsthistorisches Museum, Vienna",Oil on wood,Altarpiece of St Ildefonso  (right panel),rubens_14religi_79religi.jpg,675,960
http://www.wga.hu/art/r/rubens/14religi/80religi.jpg,rubens,"
,Martyrdom of St Thomas,
1639,
Oil on canvas, 380 x 253 cm,
Národní Galerie, Prague,

",5,1639,,380 x 253 cm,"Národní Galerie, Prague",Oil on canvas,Martyrdom of St Thomas,rubens_14religi_80religi.jpg,788,1200
http://www.wga.hu/art/r/rubens/14religi/81religi.jpg,rubens,"
,St Augustine,
1639,
Oil on canvas, 263 x 175 cm,
Národní Galerie, Prague,

",5,1639,,263 x 175 cm,"Národní Galerie, Prague",Oil on canvas,St Augustine,rubens_14religi_81religi.jpg,700,1135
http://www.wga.hu/art/r/rubens/13religi/51religi.jpg,rubens,"
,The Virgin and Child in a Garland of Flowers,
1621,
Oil on canvas, 83,5 x 65 cm,
Musée du Louvre, Paris,

",4,1621,,83,"Musée du Louvre, Paris","Oil on canvas, ,5 x 65 cm",The Virgin and Child in a Garland of Flowers,rubens_13religi_51religi.jpg,734,947
http://www.wga.hu/art/r/rubens/13religi/52religi.jpg,rubens,"
,Virgin and Child,
1620-24,
Oil on wood, 65 x 48 cm,
Musées Royaux des Beaux-Arts, Brussels,

",4,1620-24,,65 x 48 cm,"Musées Royaux des Beaux-Arts, Brussels",Oil on wood,Virgin and Child,rubens_13religi_52religi.jpg,682,970
http://www.wga.hu/art/r/rubens/13religi/53religi.jpg,rubens,"
,Virgin and Child,
-,
Oil on panel, 62 x 50 cm,
St.-Niklaaskerk, Brussels,

",4,-,,62 x 50 cm,"St.-Niklaaskerk, Brussels",Oil on panel,Virgin and Child,rubens_13religi_53religi.jpg,755,1070
http://www.wga.hu/art/r/rubens/13religi/54religi.jpg,rubens,"
,St Roch Altarpiece,
1623-26,
Oil on canvas,
St Maartenskerk, Aalst,

",4,1623-26,,,"St Maartenskerk, Aalst",Oil on canvas,St Roch Altarpiece,rubens_13religi_54religi.jpg,784,1280
http://www.wga.hu/art/r/rubens/13religi/55religi.jpg,rubens,"
,The Adoration of the Magi,
1624,
Oil on panel, 447 x 336 cm,
Koninklijk Museum voor Schone Kunsten, Antwerp,

",4,1624,,447 x 336 cm,"Koninklijk Museum voor Schone Kunsten, Antwerp",Oil on panel,The Adoration of the Magi,rubens_13religi_55religi.jpg,803,1089
http://www.wga.hu/art/r/rubens/13religi/58religi.jpg,rubens,"
,The Education of the Virgin,
1625-26,
Oil on canvas, 193 x 140 cm,
Musées Royaux des Beaux-Arts, Brussels,

",4,1625-26,,193 x 140 cm,"Musées Royaux des Beaux-Arts, Brussels",Oil on canvas,The Education of the Virgin,rubens_13religi_58religi.jpg,717,1024
http://www.wga.hu/art/r/rubens/13religi/59religi.jpg,rubens,"
,Adoration of the Magi,
1626-29,
Oil on canvas, 283 x 219 cm,
Musée du Louvre, Paris,

",4,1626-29,,283 x 219 cm,"Musée du Louvre, Paris",Oil on canvas,Adoration of the Magi,rubens_13religi_59religi.jpg,769,1005
http://www.wga.hu/art/r/rubens/13religi/60religi.jpg,rubens,"
,Madonna Enthroned with Child and Saints,
c. 1628,
Oil on canvas, 564 x 408 cm,
St. Augustinuskerk, Antwerp,

",4,c. 1628,,564 x 408 cm,"St. Augustinuskerk, Antwerp",Oil on canvas,Madonna Enthroned with Child and Saints,rubens_13religi_60religi.jpg,756,1084
http://www.wga.hu/art/r/rubens/13religi/61religi.jpg,rubens,"
,Annunciation,
c. 1628,
Oil on canvas,
Rubens House, Antwerp,

",4,c. 1628,,,"Rubens House, Antwerp",Oil on canvas,Annunciation,rubens_13religi_61religi.jpg,876,1353
http://www.wga.hu/art/r/rubens/13religi/62religi.jpg,rubens,"
,Immaculate Conception,
c. 1628,
Oil on canvas, 198 x 137 cm,
Museo del Prado, Madrid,

",4,c. 1628,,198 x 137 cm,"Museo del Prado, Madrid",Oil on canvas,Immaculate Conception,rubens_13religi_62religi.jpg,850,1213
http://www.wga.hu/art/r/rubens/12religi/30religi.jpg,rubens,"
,Christ Triumphant over Sin and Death,
1615-22,
Oil on canvas, 182 x 230 cm,
Liechtenstein Museum, Vienna,

",3,1615-22,,182 x 230 cm,"Liechtenstein Museum, Vienna",Oil on canvas,Christ Triumphant over Sin and Death,rubens_12religi_30religi.jpg,1400,1114
http://www.wga.hu/art/r/rubens/12religi/31religi.jpg,rubens,"
,The Martyrdom of St Stephen,
1616-17,
Oil on canvas, 437 x 278 cm,
Musée des Beaux-Arts, Valenciennes,

",3,1616-17,,437 x 278 cm,"Musée des Beaux-Arts, Valenciennes",Oil on canvas,The Martyrdom of St Stephen,rubens_12religi_31religi.jpg,749,1140
http://www.wga.hu/art/r/rubens/12religi/32religi.jpg,rubens,"
,The Last Judgment,
1617,
Oil on canvas, 606 x 460 cm,
Alte Pinakothek, Munich,

",3,1617,,606 x 460 cm,"Alte Pinakothek, Munich",Oil on canvas,The Last Judgment,rubens_12religi_32religi.jpg,1030,1357
http://www.wga.hu/art/r/rubens/12religi/33religi.jpg,rubens,"
,Small Last Judgment,
-,
Oil on wood, 183,3 x 119 cm,
Alte Pinakothek, Munich,

",3,-,,183,"Alte Pinakothek, Munich","Oil on wood, ,3 x 119 cm",Small Last Judgment,rubens_12religi_33religi.jpg,892,1350
http://www.wga.hu/art/r/rubens/12religi/34religi.jpg,rubens,"
,Descent from the Cross,
1616-17,
Oil on canvas, 425 x 295 cm,
Musée des Beaux-Arts, Lille,

",3,1616-17,,425 x 295 cm,"Musée des Beaux-Arts, Lille",Oil on canvas,Descent from the Cross,rubens_12religi_34religi.jpg,725,1075
http://www.wga.hu/art/r/rubens/12religi/35religi.jpg,rubens,"
,Lamentation of Christ,
1617-18,
Oil on panel, 138 x 98 cm (central panel), 137 x 48 cm (each side panel),
Koninklijk Museum voor Schone Kunsten, Antwerp,

",3,1617-18,,138 x 98 cm,"Koninklijk Museum voor Schone Kunsten, Antwerp","Oil on panel,  (central panel), 137 x 48 cm (each side panel)",Lamentation of Christ,rubens_12religi_35religi.jpg,1228,850
http://www.wga.hu/art/r/rubens/12religi/36religi.jpg,rubens,"
,Lamentation (Christ on the Straw),
1617-18,
Oil on panel, 138 x 98 cm,
Koninklijk Museum voor Schone Kunsten, Antwerp,

",3,1617-18,,138 x 98 cm,"Koninklijk Museum voor Schone Kunsten, Antwerp",Oil on panel,Lamentation (Christ on the Straw),rubens_12religi_36religi.jpg,900,1319
http://www.wga.hu/art/r/rubens/12religi/371relig.jpg,rubens,"
,Descent from the Cross,
1617-18,
Oil on canvas, 297 x 200 cm,
The Hermitage, St. Petersburg,

",3,1617-18,,297 x 200 cm,"The Hermitage, St. Petersburg",Oil on canvas,Descent from the Cross,rubens_12religi_371relig.jpg,836,1253
http://www.wga.hu/art/r/rubens/12religi/37religi.jpg,rubens,"
,Adoration of the Magi,
1618-19,
Oil on canvas, 245 x 325 cm,
Musée des Beaux-Arts, Lyon,

",3,1618-19,,245 x 325 cm,"Musée des Beaux-Arts, Lyon",Oil on canvas,Adoration of the Magi,rubens_12religi_37religi.jpg,1037,791
http://www.wga.hu/art/r/rubens/12religi/38religi.jpg,rubens,"
,Miracles of St Ignatius,
1615-20,
Oil on canvas, 400 x 275 cm,
Chiesa del Gesù, Genoa,

",3,1615-20,,400 x 275 cm,"Chiesa del Gesù, Genoa",Oil on canvas,Miracles of St Ignatius,rubens_12religi_38religi.jpg,750,1164
http://www.wga.hu/art/r/rubens/12religi/39religi.jpg,rubens,"
,Christ at Simon the Pharisee,
1618-20,
Oil on canvas transferred from wood, 189 x 285 cm,
The Hermitage, St. Petersburg,

",3,1618-20,,189 x 285 cm,"The Hermitage, St. Petersburg",Oil on canvas transferred from wood,Christ at Simon the Pharisee,rubens_12religi_39religi.jpg,1241,931
http://www.wga.hu/art/r/rubens/12religi/40religi.jpg,rubens,"
,The Last Communion of St Francis,
1619,
Oil on panel, 422 x 226 cm,
Koninklijk Museum voor Schone Kunsten, Antwerp,

",3,1619,,422 x 226 cm,"Koninklijk Museum voor Schone Kunsten, Antwerp",Oil on panel,The Last Communion of St Francis,rubens_12religi_40religi.jpg,727,954
http://www.wga.hu/art/r/rubens/12religi/41religi.jpg,rubens,"
,Christ on the Cross between the Two Thieves,
1619-20,
Oil on panel, 429 x 311 cm,
Koninklijk Museum voor Schone Kunsten, Antwerp,

",3,1619-20,,429 x 311 cm,"Koninklijk Museum voor Schone Kunsten, Antwerp",Oil on panel,Christ on the Cross between the Two Thieves,rubens_12religi_41religi.jpg,850,1170
http://www.wga.hu/art/r/rubens/12religi/42religi.jpg,rubens,"
,The Fall of the Damned,
c. 1620,
Oil on canvas, 286 x 224 cm,
Alte Pinakothek, Munich,

",3,c. 1620,,286 x 224 cm,"Alte Pinakothek, Munich",Oil on canvas,The Fall of the Damned,rubens_12religi_42religi.jpg,764,1000
http://www.wga.hu/art/r/rubens/12religi/43religi.jpg,rubens,"
,Madonna in Floral Wreath,
c. 1620,
Oil on oak, 185 x 209,8 cm,
Alte Pinakothek, Munich,

",3,c. 1620,,185 x 209,"Alte Pinakothek, Munich","Oil on oak, ,8 cm",Madonna in Floral Wreath,rubens_12religi_43religi.jpg,1125,970
http://www.wga.hu/art/r/rubens/12religi/44religi.jpg,rubens,"
,Assumption of the Virgin,
c. 1620,
Oil on canvas, 458 x 297 cm,
Kunsthistorisches Museum, Vienna,

",3,c. 1620,,458 x 297 cm,"Kunsthistorisches Museum, Vienna",Oil on canvas,Assumption of the Virgin,rubens_12religi_44religi.jpg,678,1020
http://www.wga.hu/art/r/rubens/12religi/45religi.jpg,rubens,"
,The Three Crosses,
c. 1620,
Oil on canvas,
Museum Boijmans Van Beuningen, Rotterdam,

",3,c. 1620,,,"Museum Boijmans Van Beuningen, Rotterdam",Oil on canvas,The Three Crosses,rubens_12religi_45religi.jpg,606,956
http://www.wga.hu/art/r/rubens/11religi/03erect.jpg,rubens,"
,Raising of the Cross,
1610,
Oil on panel, 460 x 340 cm (centre panel), 460 x 150 cm (wings),
O.-L. Vrouwekathedraal, Antwerp,

",2,1610,,460 x 340 cm,"O.-L. Vrouwekathedraal, Antwerp","Oil on panel,  (centre panel), 460 x 150 cm (wings)",Raising of the Cross,rubens_11religi_03erect.jpg,1254,808
http://www.wga.hu/art/r/rubens/11religi/03erect4.jpg,rubens,"
,Raising of the Cross: Sts Amand and Walpurgis,
1610,
Oil on panel, 460 x 150 cm,
O.-L. Vrouwekathedraal, Antwerp,

",2,1610,,460 x 150 cm,"O.-L. Vrouwekathedraal, Antwerp",Oil on panel,Raising of the Cross: Sts Amand and Walpurgis,rubens_11religi_03erect4.jpg,600,1571
http://www.wga.hu/art/r/rubens/11religi/03erect5.jpg,rubens,"
,Raising of the Cross: Sts Eligius and Catherine,
1610,
Oil on panel, 460 x 150 cm,
O.-L. Vrouwekathedraal, Antwerp,

",2,1610,,460 x 150 cm,"O.-L. Vrouwekathedraal, Antwerp",Oil on panel,Raising of the Cross: Sts Eligius and Catherine,rubens_11religi_03erect5.jpg,605,1576
http://www.wga.hu/art/r/rubens/11religi/05resur.jpg,rubens,"
,The Resurrection of Christ,
1611-12,
Oil on panel, 138 x 98 cm (centre panel), 136 x 40 cm (wings),
O.-L. Vrouwekathedraal, Antwerp,

",2,1611-12,,138 x 98 cm,"O.-L. Vrouwekathedraal, Antwerp","Oil on panel,  (centre panel), 136 x 40 cm (wings)",The Resurrection of Christ,rubens_11religi_05resur.jpg,1044,730
http://www.wga.hu/art/r/rubens/11religi/05resur1.jpg,rubens,"
,The Resurrection of Christ,
1611-12,
Oil on panel, 138 x 98 cm,
O.-L. Vrouwekathedraal, Antwerp,

",2,1611-12,,138 x 98 cm,"O.-L. Vrouwekathedraal, Antwerp",Oil on panel,The Resurrection of Christ,rubens_11religi_05resur1.jpg,723,1041
http://www.wga.hu/art/r/rubens/11religi/05resur2.jpg,rubens,"
,The Resurrection of Christ,
1611-12,
Oil on panel, 138 x 98 cm (centre panel), 136 x 40 cm (wings),
O.-L. Vrouwekathedraal, Antwerp,

",2,1611-12,,138 x 98 cm,"O.-L. Vrouwekathedraal, Antwerp","Oil on panel,  (centre panel), 136 x 40 cm (wings)",The Resurrection of Christ,rubens_11religi_05resur2.jpg,800,1073
http://www.wga.hu/art/r/rubens/11religi/07desce.jpg,rubens,"
,Descent from the Cross,
1612-14,
Oil on panel, 421 x 311 cm (centre panel), 421 x 153 cm (wings),
O.-L. Vrouwekathedraal, Antwerp,

",2,1612-14,,421 x 311 cm,"O.-L. Vrouwekathedraal, Antwerp","Oil on panel,  (centre panel), 421 x 153 cm (wings)",Descent from the Cross,rubens_11religi_07desce.jpg,1255,808
http://www.wga.hu/art/r/rubens/11religi/07desce1.jpg,rubens,"
,Descent from the Cross (centre panel),
1612-14,
Oil on panel, 421 x 311 cm,
O.-L. Vrouwekathedraal, Antwerp,

",2,1612-14,,421 x 311 cm,"O.-L. Vrouwekathedraal, Antwerp",Oil on panel,Descent from the Cross (centre panel),rubens_11religi_07desce1.jpg,957,1320
http://www.wga.hu/art/r/rubens/11religi/07desce2.jpg,rubens,"
,Descent from the Cross (left wing),
1612-14,
Oil on panel, 421 x 153 cm,
O.-L. Vrouwekathedraal, Antwerp,

",2,1612-14,,421 x 153 cm,"O.-L. Vrouwekathedraal, Antwerp",Oil on panel,Descent from the Cross (left wing),rubens_11religi_07desce2.jpg,519,1446
http://www.wga.hu/art/r/rubens/11religi/07desce3.jpg,rubens,"
,Descent from the Cross (outside left),
1612-14,
Oil on panel, 421 x 153 cm,
O.-L. Vrouwekathedraal, Antwerp,

",2,1612-14,,421 x 153 cm,"O.-L. Vrouwekathedraal, Antwerp",Oil on panel,Descent from the Cross (outside left),rubens_11religi_07desce3.jpg,601,1556
http://www.wga.hu/art/r/rubens/11religi/07desce4.jpg,rubens,"
,Descent from the Cross (right wing),
1612-14,
Oil on panel, 421 x 153 cm,
O.-L. Vrouwekathedraal, Antwerp,

",2,1612-14,,421 x 153 cm,"O.-L. Vrouwekathedraal, Antwerp",Oil on panel,Descent from the Cross (right wing),rubens_11religi_07desce4.jpg,520,1448
http://www.wga.hu/art/r/rubens/11religi/07desce5.jpg,rubens,"
,Descent from the Cross (outside right),
1612-14,
Oil on panel, 421 x 153 cm,
O.-L. Vrouwekathedraal, Antwerp,

",2,1612-14,,421 x 153 cm,"O.-L. Vrouwekathedraal, Antwerp",Oil on panel,Descent from the Cross (outside right),rubens_11religi_07desce5.jpg,605,1596
http://www.wga.hu/art/r/rubens/11religi/07desce6.jpg,rubens,"
,Descent from the Cross,
1612-14,
Oil on panel,
O.-L. Vrouwekathedraal, Antwerp,

",2,1612-14,,,"O.-L. Vrouwekathedraal, Antwerp",Oil on panel,Descent from the Cross,rubens_11religi_07desce6.jpg,1100,756
http://www.wga.hu/art/r/rubens/11religi/07virgin.jpg,rubens,"
,Virgin and Child,
1624-25,
Oil on canvas, 151 x 108 cm,
Staatliche Museen, Berlin,

",2,1624-25,,151 x 108 cm,"Staatliche Museen, Berlin",Oil on canvas,Virgin and Child,rubens_11religi_07virgin.jpg,1021,1400
http://www.wga.hu/art/r/rubens/11religi/08assum.jpg,rubens,"
,Assumption of the Virgin,
1626,
Oil on panel, 490 x 325 cm,
O.-L. Vrouwekathedraal, Antwerp,

",2,1626,,490 x 325 cm,"O.-L. Vrouwekathedraal, Antwerp",Oil on panel,Assumption of the Virgin,rubens_11religi_08assum.jpg,850,1312
http://www.wga.hu/art/r/rubens/10religi/01religi.jpg,rubens,"
,The Deposition,
1602,
Oil on canvas, 180 x 137 cm,
Galleria Borghese, Rome,

",1,1602,,180 x 137 cm,"Galleria Borghese, Rome",Oil on canvas,The Deposition,rubens_10religi_01religi.jpg,810,1055
http://www.wga.hu/art/r/rubens/10religi/02religi.jpg,rubens,"
,The Gonzaga Family Worshipping the Holy Trinity,
1604-05,
Oil on canvas, 430 x 700 cm,
Palazzo Ducale, Mantua,

",1,1604-05,,430 x 700 cm,"Palazzo Ducale, Mantua",Oil on canvas,The Gonzaga Family Worshipping the Holy Trinity,rubens_10religi_02religi.jpg,1133,900
http://www.wga.hu/art/r/rubens/10religi/03religi.jpg,rubens,"
,Virgin and Child,
c. 1604,
Oil on panel,
Musée des Beaux-Arts, Tours,

",1,c. 1604,,,"Musée des Beaux-Arts, Tours",Oil on panel,Virgin and Child,rubens_10religi_03religi.jpg,766,1100
http://www.wga.hu/art/r/rubens/10religi/03religj.jpg,rubens,"
,The Circumcision,
1605,
Oil on canvas mounted on wood, 105 x 74 cm,
Akademie der bildenden Künste, Vienna,

",1,1605,,105 x 74 cm,"Akademie der bildenden Künste, Vienna",Oil on canvas mounted on wood,The Circumcision,rubens_10religi_03religj.jpg,958,1400
http://www.wga.hu/art/r/rubens/10religi/04religi.jpg,rubens,"
,The Ecstasy of St Gregory the Great,
1608,
Oil on canvas,  477 x 288 cm,
Musée des Beaux-Arts, Grenoble,

",1,1608,,477 x 288 cm,"Musée des Beaux-Arts, Grenoble",Oil on canvas,The Ecstasy of St Gregory the Great,rubens_10religi_04religi.jpg,835,1400
http://www.wga.hu/art/r/rubens/10religi/05religi.jpg,rubens,"
,Madonna Adored by Angels (Madonna della Vallicella),
1608,
Oil on slate,  425 x 250 cm,
Santa Maria in Vallicella, Rome,

",1,1608,,425 x 250 cm,"Santa Maria in Vallicella, Rome",Oil on slate,Madonna Adored by Angels (Madonna della Vallicella),rubens_10religi_05religi.jpg,500,868
http://www.wga.hu/art/r/rubens/10religi/05religj.jpg,rubens,"
,The Martyrdom of St Sebastian,
c. 1608,
Oil on canvas transferred from panel, 153 x 118 cm,
Galleria Corsini, Rome,

",1,c. 1608,,153 x 118 cm,"Galleria Corsini, Rome",Oil on canvas transferred from panel,The Martyrdom of St Sebastian,rubens_10religi_05religj.jpg,900,1115
http://www.wga.hu/art/r/rubens/10religi/06religi.jpg,rubens,"
,St George Fighting the Dragon,
1606-10,
Oil on canvas, 304 x 256 cm,
Museo del Prado, Madrid,

",1,1606-10,,304 x 256 cm,"Museo del Prado, Madrid",Oil on canvas,St George Fighting the Dragon,rubens_10religi_06religi.jpg,850,1006
http://www.wga.hu/art/r/rubens/10religi/07religi.jpg,rubens,"
,Adoration of the Shepherds,
c. 1608,
Oil on canvas,
St.-Pauluskerk, Antwerp,

",1,c. 1608,,,"St.-Pauluskerk, Antwerp",Oil on canvas,Adoration of the Shepherds,rubens_10religi_07religi.jpg,805,1124
http://www.wga.hu/art/r/rubens/10religi/081relig.jpg,rubens,"
,St Jerome in His Hermitage,
1608-09,
Oil on panel, 186 x 136 cm,
Schloss Sanssouci, Potsdam,

",1,1608-09,,186 x 136 cm,"Schloss Sanssouci, Potsdam",Oil on panel,St Jerome in His Hermitage,rubens_10religi_081relig.jpg,1000,1353
