,painting_url,short_name,painting_info_detail,period_code,creation_date,creation_place,dimension,exibit_place,technique,title,creation_date,creation_place,dimension,exibit_place,technique,title
1299,http://www.wga.hu/art/r/rembrand/15oldtes/19oldtes.jpg,rembrand,"
,Bathsheba at her Bath,
1654,
Oil on canvas, 142 x 142 cm,
Musée du Louvre, Paris,

",5,1654,,142 x 142 cm,"Musée du Louvre, Paris",Oil on canvas,Bathsheba at her Bath,1654,,142 x 142 cm,"Musée du Louvre, Paris",Oil on canvas,Bathsheba at her Bath
1300,http://www.wga.hu/art/r/rembrand/15oldtes/19oldtet.jpg,rembrand,"
,Bathsheba at her Bath,
1654,
Oil on canvas, 142 x 142 cm,
Musée du Louvre, Paris,

",5,1654,,142 x 142 cm,"Musée du Louvre, Paris",Oil on canvas,Bathsheba at her Bath,1654,,142 x 142 cm,"Musée du Louvre, Paris",Oil on canvas,Bathsheba at her Bath
1301,http://www.wga.hu/art/r/rembrand/15oldtes/20oldtes.jpg,rembrand,"
,Joseph Accused by Potiphar's Wife,
1655,
Oil on canvas, 106 x 98 cm,
National Gallery of Art, Washington,

",5,1655,,106 x 98 cm,"National Gallery of Art, Washington",Oil on canvas,Joseph Accused by Potiphar's Wife,1655,,106 x 98 cm,"National Gallery of Art, Washington",Oil on canvas,Joseph Accused by Potiphar's Wife
1302,http://www.wga.hu/art/r/rembrand/15oldtes/21oldtes.jpg,rembrand,"
,Jacob Blessing the Children of Joseph,
1656,
Oil on canvas, 173 x 209 cm,
Staatliche Museen, Kassel,

",5,1656,,173 x 209 cm,"Staatliche Museen, Kassel",Oil on canvas,Jacob Blessing the Children of Joseph,1656,,173 x 209 cm,"Staatliche Museen, Kassel",Oil on canvas,Jacob Blessing the Children of Joseph
1303,http://www.wga.hu/art/r/rembrand/15oldtes/22oldtes.jpg,rembrand,"
,Saul and David,
c. 1655,
Oil on canvas, 131 x 164 cm,
Mauritshuis, The Hague,

",5,c. 1655,,131 x 164 cm,"Mauritshuis, The Hague",Oil on canvas,Saul and David,c. 1655,,131 x 164 cm,"Mauritshuis, The Hague",Oil on canvas,Saul and David
1304,http://www.wga.hu/art/r/rembrand/15oldtes/24oldtes.jpg,rembrand,"
,Moses Smashing the Tablets of the Law,
1659,
Oil on canvas, 169 x 137 cm,
Staatliche Museen, Berlin,

",5,1659,,169 x 137 cm,"Staatliche Museen, Berlin",Oil on canvas,Moses Smashing the Tablets of the Law,1659,,169 x 137 cm,"Staatliche Museen, Berlin",Oil on canvas,Moses Smashing the Tablets of the Law
1305,http://www.wga.hu/art/r/rembrand/15oldtes/25oldtes.jpg,rembrand,"
,David and Uriah,
1665,
Oil on canvas, 127 x 117 cm,
The Hermitage, St. Petersburg,

",5,1665,,127 x 117 cm,"The Hermitage, St. Petersburg",Oil on canvas,David and Uriah,1665,,127 x 117 cm,"The Hermitage, St. Petersburg",Oil on canvas,David and Uriah
1306,http://www.wga.hu/art/r/rembrand/14biblic/61newtes.jpg,rembrand,"
,Christ and the Woman of Samaria,
1659,
Oil on canvas, 60 x 75 cm,
The Hermitage, St. Petersburg,

",4,1659,,60 x 75 cm,"The Hermitage, St. Petersburg",Oil on canvas,Christ and the Woman of Samaria,1659,,60 x 75 cm,"The Hermitage, St. Petersburg",Oil on canvas,Christ and the Woman of Samaria
1307,http://www.wga.hu/art/r/rembrand/14biblic/62newtes.jpg,rembrand,"
,Christ and the Woman of Samaria,
1659,
Oil on oak, 48 x 41 cm,
Staatliche Museen, Berlin,

",4,1659,,48 x 41 cm,"Staatliche Museen, Berlin",Oil on oak,Christ and the Woman of Samaria,1659,,48 x 41 cm,"Staatliche Museen, Berlin",Oil on oak,Christ and the Woman of Samaria
1308,http://www.wga.hu/art/r/rembrand/14biblic/63newtes.jpg,rembrand,"
,The Denial of Peter,
1660,
Oil on canvas, 154 x 169 cm,
Rijksmuseum, Amsterdam,

",4,1660,,154 x 169 cm,"Rijksmuseum, Amsterdam",Oil on canvas,The Denial of Peter,1660,,154 x 169 cm,"Rijksmuseum, Amsterdam",Oil on canvas,The Denial of Peter
1309,http://www.wga.hu/art/r/rembrand/14biblic/64newtes.jpg,rembrand,"
,Franciscan Monk Reading,
1661,
Oil on canvas, 82 x 66 cm,
Sinebrychoff Art Museum, Helsinki,

",4,1661,,82 x 66 cm,"Sinebrychoff Art Museum, Helsinki",Oil on canvas,Franciscan Monk Reading,1661,,82 x 66 cm,"Sinebrychoff Art Museum, Helsinki",Oil on canvas,Franciscan Monk Reading
1310,http://www.wga.hu/art/r/rembrand/14biblic/65newtes.jpg,rembrand,"
,Virgin of Sorrows,
1661,
Oil on canvas, 107 x 81 cm,
Musée Départemental d'Art Ancien et Contemporain, Épinal,

",4,1661,,107 x 81 cm,"Musée Départemental d'Art Ancien et Contemporain, Épinal",Oil on canvas,Virgin of Sorrows,1661,,107 x 81 cm,"Musée Départemental d'Art Ancien et Contemporain, Épinal",Oil on canvas,Virgin of Sorrows
1311,http://www.wga.hu/art/r/rembrand/14biblic/66newtes.jpg,rembrand,"
,St Bartholomew,
1661,
Oil on canvas, 88 x 75 cm,
J. Paul Getty Museum, Los Angeles,

",4,1661,,88 x 75 cm,"J. Paul Getty Museum, Los Angeles",Oil on canvas,St Bartholomew,1661,,88 x 75 cm,"J. Paul Getty Museum, Los Angeles",Oil on canvas,St Bartholomew
1312,http://www.wga.hu/art/r/rembrand/14biblic/67newtes.jpg,rembrand,"
,St Matthew and the Angel,
1661,
Oil on canvas, 96 x 81 cm,
Musée du Louvre, Paris,

",4,1661,,96 x 81 cm,"Musée du Louvre, Paris",Oil on canvas,St Matthew and the Angel,1661,,96 x 81 cm,"Musée du Louvre, Paris",Oil on canvas,St Matthew and the Angel
1313,http://www.wga.hu/art/r/rembrand/14biblic/68newtes.jpg,rembrand,"
,Simeon with the Infant Jesus in the Temple,
1669,
Oil on canvas, 98 x 79 cm,
Nationalmuseum, Stockholm,

",4,1669,,98 x 79 cm,"Nationalmuseum, Stockholm",Oil on canvas,Simeon with the Infant Jesus in the Temple,1669,,98 x 79 cm,"Nationalmuseum, Stockholm",Oil on canvas,Simeon with the Infant Jesus in the Temple
1314,http://www.wga.hu/art/r/rembrand/14biblic/69newtes.jpg,rembrand,"
,The Return of the Prodigal Son,
c. 1669,
Oil on canvas, 262 x 206 cm,
The Hermitage, St. Petersburg,

",4,c. 1669,,262 x 206 cm,"The Hermitage, St. Petersburg",Oil on canvas,The Return of the Prodigal Son,c. 1669,,262 x 206 cm,"The Hermitage, St. Petersburg",Oil on canvas,The Return of the Prodigal Son
1315,http://www.wga.hu/art/r/rembrand/14biblic/70newtes.jpg,rembrand,"
,The Return of the Prodigal Son,
c. 1669,
Oil on canvas, 262 x 206 cm,
The Hermitage, St. Petersburg,

",4,c. 1669,,262 x 206 cm,"The Hermitage, St. Petersburg",Oil on canvas,The Return of the Prodigal Son,c. 1669,,262 x 206 cm,"The Hermitage, St. Petersburg",Oil on canvas,The Return of the Prodigal Son
1316,http://www.wga.hu/art/r/rembrand/13biblic/31newtes.jpg,rembrand,"
,Holy Family with St Anne,
1640,
Oil on wood, 41 x 34 cm,
Musée du Louvre, Paris,

",3,1640,,41 x 34 cm,"Musée du Louvre, Paris",Oil on wood,Holy Family with St Anne,1640,,41 x 34 cm,"Musée du Louvre, Paris",Oil on wood,Holy Family with St Anne
1317,http://www.wga.hu/art/r/rembrand/13biblic/32newtes.jpg,rembrand,"
,Christ and the Woman Taken in Adultery,
1644,
Oil on wood, 84 x 65 cm,
National Gallery, London,

",3,1644,,84 x 65 cm,"National Gallery, London",Oil on wood,Christ and the Woman Taken in Adultery,1644,,84 x 65 cm,"National Gallery, London",Oil on wood,Christ and the Woman Taken in Adultery
1318,http://www.wga.hu/art/r/rembrand/13biblic/33newtes.jpg,rembrand,"
,Joseph's Dream,
1645,
Oil on mahogany panel, 20 x 27 cm,
Staatliche Museen, Berlin,

",3,1645,,20 x 27 cm,"Staatliche Museen, Berlin",Oil on mahogany panel,Joseph's Dream,1645,,20 x 27 cm,"Staatliche Museen, Berlin",Oil on mahogany panel,Joseph's Dream
1319,http://www.wga.hu/art/r/rembrand/13biblic/34newtes.jpg,rembrand,"
,The Holy Family with Angels,
1645,
Oil on canvas, 117 x 91 cm,
The Hermitage, St. Petersburg,

",3,1645,,117 x 91 cm,"The Hermitage, St. Petersburg",Oil on canvas,The Holy Family with Angels,1645,,117 x 91 cm,"The Hermitage, St. Petersburg",Oil on canvas,The Holy Family with Angels
1320,http://www.wga.hu/art/r/rembrand/13biblic/36newtes.jpg,rembrand,"
,The Holy Family with a Curtain,
1646,
Oil on wood, 46,5 x 69 cm,
Staatliche Museen, Kassel,

",3,1646,,46,"Staatliche Museen, Kassel","Oil on wood, ,5 x 69 cm",The Holy Family with a Curtain,1646,,46,"Staatliche Museen, Kassel","Oil on wood, ,5 x 69 cm",The Holy Family with a Curtain
1321,http://www.wga.hu/art/r/rembrand/13biblic/37newtes.jpg,rembrand,"
,Adoration of the Shepherds,
1646,
Oil on canvas, 66 x 55 cm,
National Gallery, London,

",3,1646,,66 x 55 cm,"National Gallery, London",Oil on canvas,Adoration of the Shepherds,1646,,66 x 55 cm,"National Gallery, London",Oil on canvas,Adoration of the Shepherds
1322,http://www.wga.hu/art/r/rembrand/13biblic/38newtes.jpg,rembrand,"
,Rest on the Flight into Egypt,
1647,
Oil on panel, 34 x 48 cm,
National Gallery of Ireland, Dublin,

",3,1647,,34 x 48 cm,"National Gallery of Ireland, Dublin",Oil on panel,Rest on the Flight into Egypt,1647,,34 x 48 cm,"National Gallery of Ireland, Dublin",Oil on panel,Rest on the Flight into Egypt
1323,http://www.wga.hu/art/r/rembrand/13biblic/39newtes.jpg,rembrand,"
,Supper at Emmaus,
1648,
Oil on canvas, 68 x 65 cm,
Musée du Louvre, Paris,

",3,1648,,68 x 65 cm,"Musée du Louvre, Paris",Oil on canvas,Supper at Emmaus,1648,,68 x 65 cm,"Musée du Louvre, Paris",Oil on canvas,Supper at Emmaus
1324,http://www.wga.hu/art/r/rembrand/12passio/01passio.jpg,rembrand,"
,The Raising of the Cross,
c. 1633,
Oil on canvas, 96 x 72 cm,
Alte Pinakothek, Munich,

",2,c. 1633,,96 x 72 cm,"Alte Pinakothek, Munich",Oil on canvas,The Raising of the Cross,c. 1633,,96 x 72 cm,"Alte Pinakothek, Munich",Oil on canvas,The Raising of the Cross
1325,http://www.wga.hu/art/r/rembrand/12passio/02passio.jpg,rembrand,"
,The Descent from the Cross,
c. 1633,
Oil on canvas, 90 x 65 cm,
Alte Pinakothek, Munich,

",2,c. 1633,,90 x 65 cm,"Alte Pinakothek, Munich",Oil on canvas,The Descent from the Cross,c. 1633,,90 x 65 cm,"Alte Pinakothek, Munich",Oil on canvas,The Descent from the Cross
1326,http://www.wga.hu/art/r/rembrand/12passio/03passio.jpg,rembrand,"
,The Entombment of Christ,
1636-39,
Oil on canvas, 93 x 70 cm,
Alte Pinakothek, Munich,

",2,1636-39,,93 x 70 cm,"Alte Pinakothek, Munich",Oil on canvas,The Entombment of Christ,1636-39,,93 x 70 cm,"Alte Pinakothek, Munich",Oil on canvas,The Entombment of Christ
1327,http://www.wga.hu/art/r/rembrand/12passio/04passio.jpg,rembrand,"
,The Resurrection of Christ,
c. 1639,
Oil on canvas, 92 x 67 cm,
Alte Pinakothek, Munich,

",2,c. 1639,,92 x 67 cm,"Alte Pinakothek, Munich",Oil on canvas,The Resurrection of Christ,c. 1639,,92 x 67 cm,"Alte Pinakothek, Munich",Oil on canvas,The Resurrection of Christ
1328,http://www.wga.hu/art/r/rembrand/12passio/05passio.jpg,rembrand,"
,The Ascension of Christ,
1636,
Oil on canvas, 93 x 69 cm,
Alte Pinakothek, Munich,

",2,1636,,93 x 69 cm,"Alte Pinakothek, Munich",Oil on canvas,The Ascension of Christ,1636,,93 x 69 cm,"Alte Pinakothek, Munich",Oil on canvas,The Ascension of Christ
1329,http://www.wga.hu/art/r/rembrand/12passio/06passio.jpg,rembrand,"
,Adoration of the Shepherds,
1646,
Oil on canvas, 97 x 72 cm,
Alte Pinakothek, Munich,

",2,1646,,97 x 72 cm,"Alte Pinakothek, Munich",Oil on canvas,Adoration of the Shepherds,1646,,97 x 72 cm,"Alte Pinakothek, Munich",Oil on canvas,Adoration of the Shepherds
1330,http://www.wga.hu/art/r/rembrand/12passio/07passio.jpg,rembrand,"
,Entombment of Christ,
c. 1635,
Oil on panel, 32 x 41 cm,
Hunterian Art Gallery, Glasgow,

",2,c. 1635,,32 x 41 cm,"Hunterian Art Gallery, Glasgow",Oil on panel,Entombment of Christ,c. 1635,,32 x 41 cm,"Hunterian Art Gallery, Glasgow",Oil on panel,Entombment of Christ
1331,http://www.wga.hu/art/r/rembrand/12passio/08passio.jpg,rembrand,"
,Christ on the Cross,
1631,
Oil on canvas on panel, 100 x 73 cm,
Collégial Saint Vincent, Le Mas d'Agenais,

",2,1631,,100 x 73 cm,"Collégial Saint Vincent, Le Mas d'Agenais",Oil on canvas on panel,Christ on the Cross,1631,,100 x 73 cm,"Collégial Saint Vincent, Le Mas d'Agenais",Oil on canvas on panel,Christ on the Cross
1332,http://www.wga.hu/art/r/rembrand/11biblic/01newtes.jpg,rembrand,"
,The Martyrdom of St Stephen,
1625,
Oil on panel, 90 x 124 cm,
Musée des Beaux-Arts, Lyon,

",1,1625,,90 x 124 cm,"Musée des Beaux-Arts, Lyon",Oil on panel,The Martyrdom of St Stephen,1625,,90 x 124 cm,"Musée des Beaux-Arts, Lyon",Oil on panel,The Martyrdom of St Stephen
1333,http://www.wga.hu/art/r/rembrand/11biblic/02newtes.jpg,rembrand,"
,Christ Driving the Money-Changers from the Temple,
c. 1626,
Oil on panel, 43 x 33 cm,
Pushkin Museum, Moscow,

",1,c. 1626,,43 x 33 cm,"Pushkin Museum, Moscow",Oil on panel,Christ Driving the Money-Changers from the Temple,c. 1626,,43 x 33 cm,"Pushkin Museum, Moscow",Oil on panel,Christ Driving the Money-Changers from the Temple
1334,http://www.wga.hu/art/r/rembrand/11biblic/02newtet.jpg,rembrand,"
,The Baptism of the Eunuch,
1626,
Oil on oak panel, 64 x 48 cm,
Museum Catharijneconvent, Utrecht,

",1,1626,,64 x 48 cm,"Museum Catharijneconvent, Utrecht",Oil on oak panel,The Baptism of the Eunuch,1626,,64 x 48 cm,"Museum Catharijneconvent, Utrecht",Oil on oak panel,The Baptism of the Eunuch
1335,http://www.wga.hu/art/r/rembrand/11biblic/03newtes.jpg,rembrand,"
,Apostle Paul in Prison,
1627,
Oil on oak panel, 73 x 60 cm,
Staatsgalerie, Stuttgart,

",1,1627,,73 x 60 cm,"Staatsgalerie, Stuttgart",Oil on oak panel,Apostle Paul in Prison,1627,,73 x 60 cm,"Staatsgalerie, Stuttgart",Oil on oak panel,Apostle Paul in Prison
1336,http://www.wga.hu/art/r/rembrand/11biblic/04newtes.jpg,rembrand,"
,Simeon and Anna Recognize the Lord in Jesus,
c. 1629,
Oil on wood, 56 x 44 cm,
Kunsthalle, Hamburg,

",1,c. 1629,,56 x 44 cm,"Kunsthalle, Hamburg",Oil on wood,Simeon and Anna Recognize the Lord in Jesus,c. 1629,,56 x 44 cm,"Kunsthalle, Hamburg",Oil on wood,Simeon and Anna Recognize the Lord in Jesus
1337,http://www.wga.hu/art/r/rembrand/11biblic/05newtes.jpg,rembrand,"
,Two Scholars Disputing,
1628,
Oil on panel, 72 x 60 cm,
National Gallery of Victoria, Melbourne,

",1,1628,,72 x 60 cm,"National Gallery of Victoria, Melbourne",Oil on panel,Two Scholars Disputing,1628,,72 x 60 cm,"National Gallery of Victoria, Melbourne",Oil on panel,Two Scholars Disputing
1338,http://www.wga.hu/art/r/rembrand/11biblic/06newtes.jpg,rembrand,"
,Judas Returning the Thirty Pieces of Silver,
1629,
Oil on panel, 76 x 104 cm,
Mulgrave Castle, Lythe, Yorkshire,

",1,1629,,76 x 104 cm,"Mulgrave Castle, Lythe, Yorkshire",Oil on panel,Judas Returning the Thirty Pieces of Silver,1629,,76 x 104 cm,"Mulgrave Castle, Lythe, Yorkshire",Oil on panel,Judas Returning the Thirty Pieces of Silver
1339,http://www.wga.hu/art/r/rembrand/11biblic/07newtes.jpg,rembrand,"
,Supper at Emmaus,
c. 1629,
Oil on paper, 39 x 42 cm,
Musée Jacquemart-André, Paris,

",1,c. 1629,,39 x 42 cm,"Musée Jacquemart-André, Paris",Oil on paper,Supper at Emmaus,c. 1629,,39 x 42 cm,"Musée Jacquemart-André, Paris",Oil on paper,Supper at Emmaus
1340,http://www.wga.hu/art/r/rembrand/11biblic/08newtes.jpg,rembrand,"
,St Paul at His Writing-Desk,
1629-30,
Oil on wood, 47 x 39 cm,
Germanisches Nationalmuseum, Nuremberg,

",1,1629-30,,47 x 39 cm,"Germanisches Nationalmuseum, Nuremberg",Oil on wood,St Paul at His Writing-Desk,1629-30,,47 x 39 cm,"Germanisches Nationalmuseum, Nuremberg",Oil on wood,St Paul at His Writing-Desk
1341,http://www.wga.hu/art/r/rembrand/11biblic/09newtes.jpg,rembrand,"
,The Raising of Lazarus,
c. 1630,
Oil on panel, 96.2 x 81.5 cm,
Los Angeles County Museum of Art, Los Angeles,

",1,c. 1630,,96,"Los Angeles County Museum of Art, Los Angeles","Oil on panel, .2 x 81.5 cm",The Raising of Lazarus,c. 1630,,96,"Los Angeles County Museum of Art, Los Angeles","Oil on panel, .2 x 81.5 cm",The Raising of Lazarus
1342,http://www.wga.hu/art/r/rembrand/11biblic/10newtes.jpg,rembrand,"
,Presentation of Jesus in the Temple,
1631,
Oil on panel, 61 x 48 cm,
Mauritshuis, The Hague,

",1,1631,,61 x 48 cm,"Mauritshuis, The Hague",Oil on panel,Presentation of Jesus in the Temple,1631,,61 x 48 cm,"Mauritshuis, The Hague",Oil on panel,Presentation of Jesus in the Temple
1343,http://www.wga.hu/art/r/rembrand/11biblic/11newtes.jpg,rembrand,"
,Apostle Peter in Prison,
1631,
Oil on panel, 58 x 48 cm,
Israel Museum, Jerusalem,

",1,1631,,58 x 48 cm,"Israel Museum, Jerusalem",Oil on panel,Apostle Peter in Prison,1631,,58 x 48 cm,"Israel Museum, Jerusalem",Oil on panel,Apostle Peter in Prison
1344,http://www.wga.hu/art/r/rembrand/11biblic/12newtes.jpg,rembrand,"
,Christ in the Storm on the Sea of Galilee,
1633,
Oil on canvas, 160 x 128 cm,
Isabella Stewart Gardner Museum, Boston,

",1,1633,,160 x 128 cm,"Isabella Stewart Gardner Museum, Boston",Oil on canvas,Christ in the Storm on the Sea of Galilee,1633,,160 x 128 cm,"Isabella Stewart Gardner Museum, Boston",Oil on canvas,Christ in the Storm on the Sea of Galilee
1345,http://www.wga.hu/art/r/rembrand/11biblic/12newtet.jpg,rembrand,"
,Christ in the Storm on the Sea of Galilee,
1633,
Oil on canvas, 160 x 128 cm,
Isabella Stewart Gardner Museum, Boston,

",1,1633,,160 x 128 cm,"Isabella Stewart Gardner Museum, Boston",Oil on canvas,Christ in the Storm on the Sea of Galilee,1633,,160 x 128 cm,"Isabella Stewart Gardner Museum, Boston",Oil on canvas,Christ in the Storm on the Sea of Galilee
1346,http://www.wga.hu/art/r/rembrand/11biblic/13newtes.jpg,rembrand,"
,The Incredulity of St Thomas,
1634,
Oil on oak panel, 53 x 51 cm,
Pushkin Museum, Moscow,

",1,1634,,53 x 51 cm,"Pushkin Museum, Moscow",Oil on oak panel,The Incredulity of St Thomas,1634,,53 x 51 cm,"Pushkin Museum, Moscow",Oil on oak panel,The Incredulity of St Thomas
1347,http://www.wga.hu/art/r/rembrand/11biblic/14newtes.jpg,rembrand,"
,Descent from the Cross,
1634,
Oil on canvas, 158 x 117 cm,
The Hermitage, St. Petersburg,

",1,1634,,158 x 117 cm,"The Hermitage, St. Petersburg",Oil on canvas,Descent from the Cross,1634,,158 x 117 cm,"The Hermitage, St. Petersburg",Oil on canvas,Descent from the Cross
1348,http://www.wga.hu/art/r/rembrand/11biblic/15newtes.jpg,rembrand,"
,St John the Baptist Preaching,
c. 1634,
Oil on canvas laid down on panel, 62 x 80 cm,
Staatliche Museen, Berlin,

",1,c. 1634,,62 x 80 cm,"Staatliche Museen, Berlin",Oil on canvas laid down on panel,St John the Baptist Preaching,c. 1634,,62 x 80 cm,"Staatliche Museen, Berlin",Oil on canvas laid down on panel,St John the Baptist Preaching
1349,http://www.wga.hu/art/r/rembrand/11biblic/15newtet.jpg,rembrand,"
,St John the Baptist Preaching,
c. 1634,
Oil on canvas laid down on panel, 62 x 80 cm,
Staatliche Museen, Berlin,

",1,c. 1634,,62 x 80 cm,"Staatliche Museen, Berlin",Oil on canvas laid down on panel,St John the Baptist Preaching,c. 1634,,62 x 80 cm,"Staatliche Museen, Berlin",Oil on canvas laid down on panel,St John the Baptist Preaching
1350,http://www.wga.hu/art/r/rembrand/11biblic/16newtes.jpg,rembrand,"
,The Holy Family,
1634,
Oil on canvas, 183 x 123 cm,
Alte Pinakothek, Munich,

",1,1634,,183 x 123 cm,"Alte Pinakothek, Munich",Oil on canvas,The Holy Family,1634,,183 x 123 cm,"Alte Pinakothek, Munich",Oil on canvas,The Holy Family
1351,http://www.wga.hu/art/r/rembrand/11biblic/17newtes.jpg,rembrand,"
,The Risen Christ Appearing to Mary Magdalen,
1638,
Oil on wood, 61 x 50 cm,
Royal Collection, Buckingham Palace, London,

",1,1638,,61 x 50 cm,"Royal Collection, Buckingham Palace, London",Oil on wood,The Risen Christ Appearing to Mary Magdalen,1638,,61 x 50 cm,"Royal Collection, Buckingham Palace, London",Oil on wood,The Risen Christ Appearing to Mary Magdalen
1352,http://www.wga.hu/art/m/monet/07/1vario01.jpg,monet,"
,Self-Portrait in Beret,
1886,
Oil on canvas, 56 x 46 cm,
Private collection,

",7,1886,,56 x 46 cm,Private collection,Oil on canvas,Self-Portrait in Beret,1886,,56 x 46 cm,Private collection,Oil on canvas,Self-Portrait in Beret
1353,http://www.wga.hu/art/m/monet/07/1vario02.jpg,monet,"
,Woman with a Parasol, Turned to the Right,
1886,
Oil on canvas, 131 x 88 cm,
Musée d'Orsay, Paris,

",7,1886,,131 x 88 cm,"Musée d'Orsay, Paris",Oil on canvas,"Woman with a Parasol, Turned to the Right",1886,,131 x 88 cm,"Musée d'Orsay, Paris",Oil on canvas,"Woman with a Parasol, Turned to the Right"
1354,http://www.wga.hu/art/m/monet/07/1vario03.jpg,monet,"
,Woman with a Parasol, Turned to the Left,
1886,
Oil on canvas, 131 x 88 cm,
Musée d'Orsay, Paris,

",7,1886,,131 x 88 cm,"Musée d'Orsay, Paris",Oil on canvas,"Woman with a Parasol, Turned to the Left",1886,,131 x 88 cm,"Musée d'Orsay, Paris",Oil on canvas,"Woman with a Parasol, Turned to the Left"
1355,http://www.wga.hu/art/m/monet/07/1vario04.jpg,monet,"
,Willows in Giverny,
1886,
Oil on canvas, 74 x 93 cm,
Konstmuseum, Gothenburg,

",7,1886,,74 x 93 cm,"Konstmuseum, Gothenburg",Oil on canvas,Willows in Giverny,1886,,74 x 93 cm,"Konstmuseum, Gothenburg",Oil on canvas,Willows in Giverny
1356,http://www.wga.hu/art/m/monet/07/1vario05.jpg,monet,"
,Spring,
1886,
Oil on canvas, 65 x 81 cm,
Fitzwilliam Museum, Cambridge,

",7,1886,,65 x 81 cm,"Fitzwilliam Museum, Cambridge",Oil on canvas,Spring,1886,,65 x 81 cm,"Fitzwilliam Museum, Cambridge",Oil on canvas,Spring
1357,http://www.wga.hu/art/m/monet/07/1vario06.jpg,monet,"
,Tulip Fields in Holland,
1886,
Oil on canvas, 66 x 82 cm,
Musée d'Orsay, Paris,

",7,1886,,66 x 82 cm,"Musée d'Orsay, Paris",Oil on canvas,Tulip Fields in Holland,1886,,66 x 82 cm,"Musée d'Orsay, Paris",Oil on canvas,Tulip Fields in Holland
1358,http://www.wga.hu/art/m/monet/07/1vario07.jpg,monet,"
,Three Fishing Boats,
1886,
Oil on canvas, 73 x 93 cm,
Szépmûvészeti Múzeum, Budapest,

",7,1886,,73 x 93 cm,"Szépmûvészeti Múzeum, Budapest",Oil on canvas,Three Fishing Boats,1886,,73 x 93 cm,"Szépmûvészeti Múzeum, Budapest",Oil on canvas,Three Fishing Boats
1359,http://www.wga.hu/art/m/monet/07/1vario08.jpg,monet,"
,Storm off Belle-Île,
1886,
Oil on canvas, 65 x 81 cm,
Musée d'Orsay, Paris,

",7,1886,,65 x 81 cm,"Musée d'Orsay, Paris",Oil on canvas,Storm off Belle-Île,1886,,65 x 81 cm,"Musée d'Orsay, Paris",Oil on canvas,Storm off Belle-Île
1360,http://www.wga.hu/art/m/monet/07/1vario09.jpg,monet,"
,The Rocks of Belle Ile (Rough Sea),
1886,
Oil on canvas, 65 x 82 cm,
Musée d'Orsay, Paris,

",7,1886,,65 x 82 cm,"Musée d'Orsay, Paris",Oil on canvas,The Rocks of Belle Ile (Rough Sea),1886,,65 x 82 cm,"Musée d'Orsay, Paris",Oil on canvas,The Rocks of Belle Ile (Rough Sea)
1361,http://www.wga.hu/art/m/monet/07/1vario10.jpg,monet,"
,The ""Pyramides"" at Port-Coton,
1886,
Oil on canvas, 63 x 81 cm,
Pushkin Museum, Moscow,

",7,1886,,63 x 81 cm,"Pushkin Museum, Moscow",Oil on canvas,"The ""Pyramides"" at Port-Coton",1886,,63 x 81 cm,"Pushkin Museum, Moscow",Oil on canvas,"The ""Pyramides"" at Port-Coton"
1362,http://www.wga.hu/art/m/monet/07/1vario11.jpg,monet,"
,The Barque,
1887,
Oil on canvas, 146 x 133 cm,
Musée Marmottan Monet, Paris,

",7,1887,,146 x 133 cm,"Musée Marmottan Monet, Paris",Oil on canvas,The Barque,1887,,146 x 133 cm,"Musée Marmottan Monet, Paris",Oil on canvas,The Barque
1363,http://www.wga.hu/art/m/monet/07/1vario12.jpg,monet,"
,The Boat at Giverny,
1887,
Oil on canvas, 98 x 131 cm,
Musée d'Orsay, Paris,

",7,1887,,98 x 131 cm,"Musée d'Orsay, Paris",Oil on canvas,The Boat at Giverny,1887,,98 x 131 cm,"Musée d'Orsay, Paris",Oil on canvas,The Boat at Giverny
1364,http://www.wga.hu/art/m/monet/07/1vario13.jpg,monet,"
,Cap d'Antibes,
1888,
Oil on canvas, 66 x 92 cm,
Courtauld Gallery, London,

",7,1888,,66 x 92 cm,"Courtauld Gallery, London",Oil on canvas,Cap d'Antibes,1888,,66 x 92 cm,"Courtauld Gallery, London",Oil on canvas,Cap d'Antibes
1365,http://www.wga.hu/art/m/monet/07/1vario14.jpg,monet,"
,Field of Yellow Irises at Giverny,
1887,
Oil on canvas, 45 x 100 cm,
Musée Marmottan Monet, Paris,

",7,1887,,45 x 100 cm,"Musée Marmottan Monet, Paris",Oil on canvas,Field of Yellow Irises at Giverny,1887,,45 x 100 cm,"Musée Marmottan Monet, Paris",Oil on canvas,Field of Yellow Irises at Giverny
1366,http://www.wga.hu/art/m/monet/07/1vario15.jpg,monet,"
,Meadow at Giverny,
1888,
Oil on canvas, 93 x 82 cm,
The Hermitage, St. Petersburg,

",7,1888,,93 x 82 cm,"The Hermitage, St. Petersburg",Oil on canvas,Meadow at Giverny,1888,,93 x 82 cm,"The Hermitage, St. Petersburg",Oil on canvas,Meadow at Giverny
1367,http://www.wga.hu/art/m/monet/07/1vario16.jpg,monet,"
,Valley of the Creuse (Sunlight Effect),
1889,
Oil on canvas, 65 x 92 cm,
Museum of Fine Arts, Boston,

",7,1889,,65 x 92 cm,"Museum of Fine Arts, Boston",Oil on canvas,Valley of the Creuse (Sunlight Effect),1889,,65 x 92 cm,"Museum of Fine Arts, Boston",Oil on canvas,Valley of the Creuse (Sunlight Effect)
